,movie,year,imdb,metascore,votes
2982,Moana,(I) (2016),7.6,81,231850
2983,Warcraft,(2016),6.8,32,228556
2984,Now You See Me 2,(2016),6.5,46,221367
2985,Manchester by the Sea,(2016),7.8,96,219420
2986,Finding Dory,(2016),7.3,77,218295
2987,Star Trek Beyond,(2016),7.1,68,212843
2988,Nocturnal Animals,(2016),7.5,67,210877
2989,Sully,(2016),7.4,74,208425
2990,The Conjuring 2,(2016),7.3,65,201233
2991,Jason Bourne,(I) (2016),6.6,58,193356
2992,Don't Breathe,(2016),7.1,71,192503
2993,Ghostbusters,(2016),5.2,60,190132
2994,Lion,(2016),8.0,69,186666
2995,Hell or High Water,(II) (2016),7.6,88,180820
2996,Me Before You,(2016),7.4,51,180751
2997,Hidden Figures,(2016),7.8,74,175707
2998,The Magnificent Seven,(2016),6.9,54,171176
2999,Assassin's Creed,(2016),5.7,36,169838
3000,The Secret Life of Pets,(2016),6.5,61,168075
3001,The Promise,(II) (2016),5.9,49,164962
3002,Captain Fantastic,(2016),7.9,72,164278
3003,Sausage Party,(2016),6.2,66,161897
3004,War Dogs,(2016),7.1,57,158032
3005,Independence Day: Resurgence,(2016),5.2,32,157352
3006,The Girl on the Train,(I) (2016),6.5,48,154701
3007,The Legend of Tarzan,(2016),6.2,44,152659
3008,Miss Peregrine's Home for Peculiar Children,(2016),6.7,57,143616
3009,Kimi no na wa.,(2016),8.4,79,143150
3010,Deadpool,(2016),8.0,65,837423
3011,Captain America: Civil War,(2016),7.8,75,600763
3012,Batman v Superman: Dawn of Justice,(2016),6.5,44,585090
3013,Suicide Squad,(2016),6.0,40,545131
3014,Doctor Strange,(2016),7.5,72,532967
3015,Arrival,(II) (2016),7.9,81,528934
3016,Rogue One,(2016),7.8,65,488419
3017,La La Land,(I) (2016),8.0,93,446630
3018,Zootopia,(2016),8.0,78,391969
3019,Hacksaw Ridge,(2016),8.1,71,377314
3020,Fantastic Beasts and Where to Find Them,(2016),7.3,66,373251
3021,Split,(IX) (2016),7.3,62,372654
3022,X-Men: Apocalypse,(2016),6.9,52,365828
3023,Passengers,(I) (2016),7.0,41,317392
3024,10 Cloverfield Lane,(2016),7.2,76,265442
3025,The Nice Guys,(2016),7.4,70,246517
3026,The Jungle Book,(2016),7.4,77,244558
3027,The Accountant,(2016),7.3,51,237617
3028,Moonlight,(I) (2016),7.4,99,234797
3029,Moana,(I) (2016),7.6,81,231850
3030,Warcraft,(2016),6.8,32,228556
3031,Now You See Me 2,(2016),6.5,46,221367
3032,Manchester by the Sea,(2016),7.8,96,219420
3033,Finding Dory,(2016),7.3,77,218295
3034,Star Trek Beyond,(2016),7.1,68,212843
3035,Nocturnal Animals,(2016),7.5,67,210877
3036,Sully,(2016),7.4,74,208425
3037,The Conjuring 2,(2016),7.3,65,201233
3038,Jason Bourne,(I) (2016),6.6,58,193356
3039,Don't Breathe,(2016),7.1,71,192503
3040,Ghostbusters,(2016),5.2,60,190132
3041,Lion,(2016),8.0,69,186666
3042,Hell or High Water,(II) (2016),7.6,88,180820
3043,Me Before You,(2016),7.4,51,180751
3044,Hidden Figures,(2016),7.8,74,175707
3045,The Magnificent Seven,(2016),6.9,54,171176
3046,Assassin's Creed,(2016),5.7,36,169838
3047,The Secret Life of Pets,(2016),6.5,61,168075
3048,The Promise,(II) (2016),5.9,49,164962
3049,Captain Fantastic,(2016),7.9,72,164278
3050,Sausage Party,(2016),6.2,66,161897
3051,War Dogs,(2016),7.1,57,158032
3052,Independence Day: Resurgence,(2016),5.2,32,157352
3053,The Girl on the Train,(I) (2016),6.5,48,154701
3054,The Legend of Tarzan,(2016),6.2,44,152659
3055,Miss Peregrine's Home for Peculiar Children,(2016),6.7,57,143616
3056,Kimi no na wa.,(2016),8.4,79,143150
3057,Deadpool,(2016),8.0,65,837423
3058,Captain America: Civil War,(2016),7.8,75,600763
3059,Batman v Superman: Dawn of Justice,(2016),6.5,44,585090
3060,Suicide Squad,(2016),6.0,40,545131
3061,Doctor Strange,(2016),7.5,72,532967
3062,Arrival,(II) (2016),7.9,81,528934
3063,Rogue One,(2016),7.8,65,488419
3064,La La Land,(I) (2016),8.0,93,446630
3065,Zootopia,(2016),8.0,78,391969
3066,Hacksaw Ridge,(2016),8.1,71,377314
3067,Fantastic Beasts and Where to Find Them,(2016),7.3,66,373251
3068,Split,(IX) (2016),7.3,62,372654
3069,X-Men: Apocalypse,(2016),6.9,52,365828
3070,Passengers,(I) (2016),7.0,41,317392
3071,10 Cloverfield Lane,(2016),7.2,76,265442
3072,The Nice Guys,(2016),7.4,70,246517
3073,The Jungle Book,(2016),7.4,77,244558
3074,The Accountant,(2016),7.3,51,237617
3075,Moonlight,(I) (2016),7.4,99,234797
3076,Moana,(I) (2016),7.6,81,231850
3077,Warcraft,(2016),6.8,32,228556
3078,Now You See Me 2,(2016),6.5,46,221367
3079,Manchester by the Sea,(2016),7.8,96,219420
3080,Finding Dory,(2016),7.3,77,218295
3081,Star Trek Beyond,(2016),7.1,68,212843
3082,Nocturnal Animals,(2016),7.5,67,210877
3083,Sully,(2016),7.4,74,208425
3084,The Conjuring 2,(2016),7.3,65,201233
3085,Jason Bourne,(I) (2016),6.6,58,193356
3086,Don't Breathe,(2016),7.1,71,192503
3087,Ghostbusters,(2016),5.2,60,190132
3088,Lion,(2016),8.0,69,186666
3089,Hell or High Water,(II) (2016),7.6,88,180820
3090,Me Before You,(2016),7.4,51,180751
3091,Hidden Figures,(2016),7.8,74,175707
3092,The Magnificent Seven,(2016),6.9,54,171176
3093,Assassin's Creed,(2016),5.7,36,169838
3094,The Secret Life of Pets,(2016),6.5,61,168075
3095,The Promise,(II) (2016),5.9,49,164962
3096,Captain Fantastic,(2016),7.9,72,164278
3097,Sausage Party,(2016),6.2,66,161897
3098,War Dogs,(2016),7.1,57,158032
3099,Independence Day: Resurgence,(2016),5.2,32,157352
3100,The Girl on the Train,(I) (2016),6.5,48,154701
3101,The Legend of Tarzan,(2016),6.2,44,152659
3102,Miss Peregrine's Home for Peculiar Children,(2016),6.7,57,143616
3103,Kimi no na wa.,(2016),8.4,79,143150
3104,Logan,(2017),8.1,77,576645
3105,Thor: Ragnarok,(2017),7.9,74,508285
3106,Guardians of the Galaxy Vol. 2,(2017),7.6,67,503003
3107,Wonder Woman,(2017),7.4,76,500368
3108,Dunkirk,(2017),7.9,94,480276
3109,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,85,475223
3110,Spider-Man: Homecoming,(2017),7.4,73,451710
3111,Get Out,(I) (2017),7.7,84,419673
3112,Blade Runner 2049,(2017),8.0,81,391291
3113,It,(I) (2017),7.4,69,388703
3114,Baby Driver,(2017),7.6,86,380127
3115,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88,359028
3116,Justice League,(2017),6.4,45,339360
3117,The Shape of Water,(2017),7.3,87,319899
3118,John Wick: Chapter 2,(2017),7.5,75,311983
3119,Coco,(I) (2017),8.4,81,294616
3120,Jumanji: Welcome to the Jungle,(2017),6.9,58,252395
3121,Beauty and the Beast,(2017),7.2,65,244989
3122,Kong: Skull Island,(2017),6.6,62,244839
3123,Kingsman: The Golden Circle,(2017),6.8,44,238521
3124,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,39,234670
3125,Alien: Covenant,(2017),6.4,65,232043
3126,War for the Planet of the Apes,(2017),7.4,82,206816
3127,The Greatest Showman,(2017),7.6,48,205750
3128,Life,(I) (2017),6.6,54,186866
3129,The Fate of the Furious,(2017),6.7,56,185863
3130,Lady Bird,(2017),7.4,94,185238
3131,Murder on the Orient Express,(2017),6.5,52,183209
3132,Ghost in the Shell,(2017),6.3,52,180807
3133,Wind River,(2017),7.7,73,175265
3134,King Arthur: Legend of the Sword,(2017),6.8,41,172891
3135,The Hitman's Bodyguard,(2017),6.9,47,166141
3136,Mother!,(2017),6.6,75,163712
3137,Call Me by Your Name,(2017),7.9,93,161422
3138,The Mummy,(2017),5.5,34,158590
3139,Atomic Blonde,(2017),6.7,63,155460
3140,Bright,(I) (2017),6.4,29,151613
3141,"I, Tonya",(2017),7.5,77,148296
3142,Valerian and the City of a Thousand Planets,(2017),6.5,51,144391
3143,Baywatch,(2017),5.5,37,143014
3144,Darkest Hour,(2017),7.4,75,141277
3145,American Made,(2017),7.1,65,137220
3146,Transformers: The Last Knight,(2017),5.2,27,122483
3147,Logan,(2017),8.1,77,576645
3148,Thor: Ragnarok,(2017),7.9,74,508285
3149,Guardians of the Galaxy Vol. 2,(2017),7.6,67,503003
3150,Wonder Woman,(2017),7.4,76,500368
3151,Dunkirk,(2017),7.9,94,480276
3152,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,85,475223
3153,Spider-Man: Homecoming,(2017),7.4,73,451710
3154,Get Out,(I) (2017),7.7,84,419673
3155,Blade Runner 2049,(2017),8.0,81,391291
3156,It,(I) (2017),7.4,69,388703
3157,Baby Driver,(2017),7.6,86,380127
3158,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88,359028
3159,Justice League,(2017),6.4,45,339360
3160,The Shape of Water,(2017),7.3,87,319899
3161,John Wick: Chapter 2,(2017),7.5,75,311983
3162,Coco,(I) (2017),8.4,81,294616
3163,Jumanji: Welcome to the Jungle,(2017),6.9,58,252395
3164,Beauty and the Beast,(2017),7.2,65,244989
3165,Kong: Skull Island,(2017),6.6,62,244839
3166,Kingsman: The Golden Circle,(2017),6.8,44,238521
3167,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,39,234670
3168,Alien: Covenant,(2017),6.4,65,232043
3169,War for the Planet of the Apes,(2017),7.4,82,206816
3170,The Greatest Showman,(2017),7.6,48,205750
3171,Life,(I) (2017),6.6,54,186866
3172,The Fate of the Furious,(2017),6.7,56,185863
3173,Lady Bird,(2017),7.4,94,185238
3174,Murder on the Orient Express,(2017),6.5,52,183209
3175,Ghost in the Shell,(2017),6.3,52,180807
3176,Wind River,(2017),7.7,73,175265
3177,King Arthur: Legend of the Sword,(2017),6.8,41,172891
3178,The Hitman's Bodyguard,(2017),6.9,47,166141
3179,Mother!,(2017),6.6,75,163712
3180,Call Me by Your Name,(2017),7.9,93,161422
3181,The Mummy,(2017),5.5,34,158590
3182,Atomic Blonde,(2017),6.7,63,155460
3183,Bright,(I) (2017),6.4,29,151613
3184,"I, Tonya",(2017),7.5,77,148296
3185,Valerian and the City of a Thousand Planets,(2017),6.5,51,144391
3186,Baywatch,(2017),5.5,37,143014
3187,Darkest Hour,(2017),7.4,75,141277
3188,American Made,(2017),7.1,65,137220
3189,Transformers: The Last Knight,(2017),5.2,27,122483
3190,Logan,(2017),8.1,77,576645
3191,Thor: Ragnarok,(2017),7.9,74,508285
3192,Guardians of the Galaxy Vol. 2,(2017),7.6,67,503003
3193,Wonder Woman,(2017),7.4,76,500368
3194,Dunkirk,(2017),7.9,94,480276
3195,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,85,475223
3196,Spider-Man: Homecoming,(2017),7.4,73,451710
3197,Get Out,(I) (2017),7.7,84,419673
3198,Blade Runner 2049,(2017),8.0,81,391291
3199,It,(I) (2017),7.4,69,388703
3200,Baby Driver,(2017),7.6,86,380127
3201,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88,359028
3202,Justice League,(2017),6.4,45,339360
3203,The Shape of Water,(2017),7.3,87,319899
3204,John Wick: Chapter 2,(2017),7.5,75,311983
3205,Coco,(I) (2017),8.4,81,294616
3206,Jumanji: Welcome to the Jungle,(2017),6.9,58,252395
3207,Beauty and the Beast,(2017),7.2,65,244989
3208,Kong: Skull Island,(2017),6.6,62,244839
3209,Kingsman: The Golden Circle,(2017),6.8,44,238521
3210,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,39,234670
3211,Alien: Covenant,(2017),6.4,65,232043
3212,War for the Planet of the Apes,(2017),7.4,82,206816
3213,The Greatest Showman,(2017),7.6,48,205750
3214,Life,(I) (2017),6.6,54,186866
3215,The Fate of the Furious,(2017),6.7,56,185863
3216,Lady Bird,(2017),7.4,94,185238
3217,Murder on the Orient Express,(2017),6.5,52,183209
3218,Ghost in the Shell,(2017),6.3,52,180807
3219,Wind River,(2017),7.7,73,175265
3220,King Arthur: Legend of the Sword,(2017),6.8,41,172891
3221,The Hitman's Bodyguard,(2017),6.9,47,166141
3222,Mother!,(2017),6.6,75,163712
3223,Call Me by Your Name,(2017),7.9,93,161422
3224,The Mummy,(2017),5.5,34,158590
3225,Atomic Blonde,(2017),6.7,63,155460
3226,Bright,(I) (2017),6.4,29,151613
3227,"I, Tonya",(2017),7.5,77,148296
3228,Valerian and the City of a Thousand Planets,(2017),6.5,51,144391
3229,Baywatch,(2017),5.5,37,143014
3230,Darkest Hour,(2017),7.4,75,141277
3231,American Made,(2017),7.1,65,137220
3232,Transformers: The Last Knight,(2017),5.2,27,122483
3233,Logan,(2017),8.1,77,576645
3234,Thor: Ragnarok,(2017),7.9,74,508285
3235,Guardians of the Galaxy Vol. 2,(2017),7.6,67,503003
3236,Wonder Woman,(2017),7.4,76,500368
3237,Dunkirk,(2017),7.9,94,480276
3238,Star Wars: Episode VIII - The Last Jedi,(2017),7.1,85,475223
3239,Spider-Man: Homecoming,(2017),7.4,73,451710
3240,Get Out,(I) (2017),7.7,84,419673
3241,Blade Runner 2049,(2017),8.0,81,391291
3242,It,(I) (2017),7.4,69,388703
3243,Baby Driver,(2017),7.6,86,380127
3244,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88,359028
3245,Justice League,(2017),6.4,45,339360
3246,The Shape of Water,(2017),7.3,87,319899
3247,John Wick: Chapter 2,(2017),7.5,75,311983
3248,Coco,(I) (2017),8.4,81,294616
3249,Jumanji: Welcome to the Jungle,(2017),6.9,58,252395
3250,Beauty and the Beast,(2017),7.2,65,244989
3251,Kong: Skull Island,(2017),6.6,62,244839
3252,Kingsman: The Golden Circle,(2017),6.8,44,238521
3253,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,39,234670
3254,Alien: Covenant,(2017),6.4,65,232043
3255,War for the Planet of the Apes,(2017),7.4,82,206816
3256,The Greatest Showman,(2017),7.6,48,205750
3257,Life,(I) (2017),6.6,54,186866
3258,The Fate of the Furious,(2017),6.7,56,185863
3259,Lady Bird,(2017),7.4,94,185238
3260,Murder on the Orient Express,(2017),6.5,52,183209
3261,Ghost in the Shell,(2017),6.3,52,180807
3262,Wind River,(2017),7.7,73,175265
3263,King Arthur: Legend of the Sword,(2017),6.8,41,172891
3264,The Hitman's Bodyguard,(2017),6.9,47,166141
3265,Mother!,(2017),6.6,75,163712
3266,Call Me by Your Name,(2017),7.9,93,161422
3267,The Mummy,(2017),5.5,34,158590
3268,Atomic Blonde,(2017),6.7,63,155460
3269,Bright,(I) (2017),6.4,29,151613
3270,"I, Tonya",(2017),7.5,77,148296
3271,Valerian and the City of a Thousand Planets,(2017),6.5,51,144391
3272,Baywatch,(2017),5.5,37,143014
3273,Darkest Hour,(2017),7.4,75,141277
3274,American Made,(2017),7.1,65,137220
3275,Transformers: The Last Knight,(2017),5.2,27,122483
